Kategori,Başlık,İçerik
Bilim Teknoloji,Yatırımcıların gözdesi NFT’ler çöpe mi döndü?,"Son yıllarda dijital dünyada büyük bir çıkış yakalayan NFT'ler, adını sıkça duyuruyor. Ancak, bu dijital yatırım tarzının birkaç sene önceki popüleritesinin de olmadığı görülüyor. Peki, milyonlarca dolar değerindeki NFT’ler çöp mü oldu? Dijital yatırımın bu mecrasında son durum ne? İşte detaylar..."
Bilim Teknoloji,Yapay zekada Türkiye'nin hedefleri büyük,Türkiye'nin günlük yaşamda kullanımı giderek artan yapay zeka teknolojileri alanında dünyanın büyük oyuncuları arasında yer alabileceği düşünülüyor.
Bilim Teknoloji,Blok zincir ve yapay zeka işbirliği birçok sorunun önüne geçebilir,"Kripto para piyasasının arkasındaki teknoloji olan blok zincir ile yapay zekanın işbirliğinin, dolandırıcılık, veri gizliliğinin ihlali gibi birçok sorunun önüne geçebileceği değerlendiriliyor."
Bilim Teknoloji,"TÜBİTAK, yapay zekanın Türk gibi düşünmesini sağlayacak","TÜBİTAK tarafından geliştirilmeye başlanan ""Türkçe Büyük Dil Modeli"" ile yapay zekanın Türkçesinin geliştirmesine katkı sağlanacak, Türk gibi düşünmesine altyapı oluşturulacak."
Bilim Teknoloji,İnsanlı uzay seyahatleri 1961'den bu yana uzaya ışık tutuyor,"İlk yapay uydunun 1957'de uzaya fırlatılması ve 1961'de uzaya ilk insanın gitmesinden bu yana başta ABD ve Rusya olmak üzere ülkeler, birçok insanlı uzay seyahati yaptı. Bu insanlı uzay uçuşları, yeni keşiflere ışık tutarken tarihteki yerlerini aldı."
Bilim Teknoloji,Türkiye'de 2023'te 190 türden 24 bine yakın kuş halkalandı,"Doğa Koruma ve Milli Parklar Genel Müdürlüğü tarafından kuşların göçleri, üremeleri, hayatta kalma başarıları gibi verilerin elde edilmesine yönelik yürütülen çalışmalar kapsamında geçen yıl 190 türden 23 bin 794 kuş halkalandı."
Bilim Teknoloji,Yapay zeka teknolojisi insanları işsiz bırakabilir,"Prof. Dr. Kemal Bıçakcı, ""Sizin yaptığınız iş, veri girme, sosyal medya içeriği üretme gibi rutin işlerdense, bunlar çok daha hızlı bir şekilde yapay zeka tarafından yapılabilir olacak ve işvereniniz sizin yerinize bu işleri yapay zekaya yaptırmayı tercih edecek"" dedi."
Bilim Teknoloji,Enerjide veriler milli yazılımlarla güvende,HAVELSAN tarafından geliştirilen milli yazılım çözümleri Enerji ve Tabii Kaynaklar Bakanlığı ile bağlı kurumların veri depolama ve transfer süreçlerinde görev yapacak.
Bilim Teknoloji,5G'ye geçiş için çalışmalar sürüyor,"Türkiye'de 5G'ye 2026'da geçilmesinin planlandığının açıklanmasının ardından gözler, sürece ve 5G'nin getireceği değişim ile dönüşüme çevrildi."
Bilim Teknoloji,Apple'ın bir sonraki projesi: Hizmetçi,"Apple'ın gelecekteki projesi, otonom bir robot uşak-hizmetçi olabilir. Kişisel robot teknolojisine yönelik adımları araştıran ekipler göreve başladı."
Bilim Teknoloji,"Antarktika'da ""Türk Bilimsel Araştırma Kampı"" için yeni ölçüm istasyonları kuruldu","Türkiye'nin Antarktika'daki Horseshoe Adası'nda kurulması planlanan ""Türk Bilimsel Araştırma Kampı"" için yeni meteorolojik ölçüm cihazları ve enerji depolama test sistemleri kuruldu."
Bilim Teknoloji,Yapay zekalı Google ücretli mi olacak?,"Dünya çapında bir milyardan fazla insan tarafından kullanılan arama motoru Google'ın, yapay zeka (AI) tarafından oluşturulan premium içerik için ücret almayı düşündüğü iddia edildi."
Bilim Teknoloji,WhatsApp çöktü mü?,Mesajlaşma uygulaması WhatsApp'a dünya genelinde erişim sorunu yaşandı.
Bilim Teknoloji,Beyaz Saray'dan NASA'ya yeni görev: Ay'da saat kaç?,"Beyaz Saray, NASA'dan Ay'da saatin nasıl söyleneceğini bulmasını istiyor. ABD Bilim ve Teknoloji Politikası Ofisi (OSTP) başkanı tarafından gönderilen bir notta, uzay ajansından ay merkezli bir zaman referans sistemi oluşturmak için diğer ABD kurumları ve uluslararası kurumlarla birlikte çalışması istendi."
Bilim Teknoloji,TEI'ye uluslararası dalda 3 ödül,"Eskişehir'de kurulu olan havacılık motorlarında Türkiye'nin lider şirketi TUSAŞ Motor Sanayi AŞ (TEI), iş sağlığı güvenliği ve sosyal sorumluluk çalışmalarıyla 3 uluslararası ödüle layık görüldü."
Bilim Teknoloji,'Yapay Güneş'te 100 milyon derecede rekor süre kırıldı,"Güney Kore'deki bilim insanları, yapay Güneş olarak bilinen nükleer füzyon deneyi sırasında 100 milyon santigrat derece (güneşin çekirdeğinden yedi kat daha sıcak) sıcaklıkta rekor sürede kalındığını açıkladı."
Bilim Teknoloji,"OpenAI, 15 saniyelik kayıttan ses klonlayabilen yeni teknolojisini tanıttı","Yapay zeka sohbet robotu ChatGPT'nin geliştiricisi OpenAI, ""Voice Engine"" adını verdiği yeni teknolojisinin yalnızca yazılı metin ve 15 saniyelik tek bir ses örneği kullanarak orijinal konuşmacınınkine çok benzeyen bir konuşma üretebildiğini duyurdu."
Bilim Teknoloji,TÜBİTAK 11 personel alacak,"TÜBİTAK, Ulusal Metroloji Enstitüsü (UME) bünyesinde görev yapmak üzere 11 araştırmacı alacak."
Bilim Teknoloji,"Sakarya Uygulamalı Bilimler Üniversitesi'nde ""Havacılık ve Uzay Zirvesi""","Sakarya Uygulamalı Bilimler Üniversitesi'nde (SUBÜ) düzenlenen ""Havacılık ve Uzay Zirvesi"", sektör temsilcilerini öğrencilerle buluşturdu."
Bilim Teknoloji,Patatesin parmak izi çıkartılarak genetik tabanı oluşturuluyor,"Niğde Patates Araştırma ve Geliştirme Enstitüsü'nde, hastalık ve zararlılara dayanıklı, yerli ve milli, yemeklik, sanayilik patates çeşitlerinin geliştirilmesinin yanı sıra farklı projeleri de hayata geçirmeye devam ediyor. Islah çalışmaları kapsamında patatesin 'parmak izi' çıkartılarak genetik tabanının oluşturulması hedefleniyor."
Bilim Teknoloji,"Yerli teknolojiye 4,5G ile başlayan geçiş 5G ile hızlanacak","Bakan Uraloğlu, halihazırda Türkiye'de toplam 92 milyonun üzerinde mobil abonenin yaklaşık 85 milyonunun 4,5G abonesi olduğunu belirterek, ""Aktif 4,5G abone sayısı, yani cihazı ve SIM kartı 4,5G hizmetine uygun olan abone sayısı 69 milyon 562 bin 475 iken, 4,5G uyumlu cihaz sayısı 72 milyon 529 bin 185 olarak gerçekleşmiştir."" dedi."
Bilim Teknoloji,"T10X, kullanıcılarını yüzlerinden tanıyacak","Uzaktan yüklenen yeni yazılımıyla güncellenen Togg T10X kullanıcıları, manuel olarak pin girmek yerine yüz tanıma yöntemiyle oturum açabilecek"
Bilim Teknoloji,"Bakan Kacır: Türkiye, savunma sanayiinde dünyaya parmak ısırtan başarılara imza atıyor","Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır, ""Türkiye bugün savunma sanayisinde, havacılıkta dünyaya parmak ısırtan başarı hikayelerine imza atıyorsa bu, Türk gençliği sayesindedir"" dedi."
Bilim Teknoloji,Çinli akıllı telefon devi Tesla'ya rakip oluyor,"Çinli akıllı telefon üreticisi Xiaomi, ilk elektrikli aracını (EV) piyasaya sürecek ve bugünden itibaren sipariş almaya başlayacak."
Bilim Teknoloji,Zaman değişiyor: Dünyadaki herkes bir saniyesini kaybedecek,Önümüzdeki birkaç yıl içinde bir gün dünyadaki herkes zamanının bir saniyesini kaybedecek. Yeni bir çalışmaya göre bunun tam olarak ne zaman gerçekleşeceği insanların etkilerine göre belirlenecek. Çünkü kutup buzunun erimesi Dünya'nın dönüşünü ve zamanı da değiştiriyor.
Bilim Teknoloji,Galaksimizdeki kara deliğin yeni görüntüsü yayınlandı,Bilim insanları galaksimizin ortasındaki kara deliğin şaşırtıcı yeni görüntüsünü ortaya çıkardı.
Bilim Teknoloji,"Bilim insanları, Antarktika'da deniz ve göl ekosistemlerini araştırdı","Türk bilim insanları, ""geleceğe ışık tutan yolculuk"" olarak da nitelendirilen Türkiye'nin kutuplara düzenlediği bilim seferlerinin 8'incisinde Antarktika'da deniz ve göl ekosistemlerini araştırdı."
Bilim Teknoloji,Dev zırhlı araçlardan buluşlar çıktı,Türk savunma sanayii bünyesinde geliştirilen askeri kara araçlarıyla beraber çok sayıda buluşa imza atılıyor.
DOSYA HABER,ABD'den sosyal medyayı sınırlayıcı yasa: 14 yaş altına yasak,Sosyal medyanın bağımlılık yapıcı özellikleri ABD'nin Florida eyaletinde önleyici bir yasa imzalanmasına yol açtı. 2025 yılından itibaren 14 yaşından küçüklere sosyal medya yasak olacak.
Bilim Teknoloji,Bakan Kacır: Hibrit roket motoru teknolojisinde Türkiye dünyada dört ülkeden biri,"Bakan Kacır, ""Hibrit roket motoru teknolojisinde Türkiye bugün dünyada ilk dört ülkeden biri. Eğer bu teknolojiyi Ay programımız kapsamında uzayda gerçekleştirmeyi başarırsak, bunu başaran ilk ülke olacağız"" açıklamasını yaptı."
Bilim Teknoloji,Jeff Bezos'un uzay istasyonu dört kritik aşamayı geçti,"Uluslararası Uzay İstasyonu sonsuza kadar var olmayacak ve NASA, potansiyel adaylara yüz milyonlarca dolar akıtıyor. Gelecek vaat eden adaylardan biri olan Jeff Bezos'un uzay şirketi Blue Origin ile Sierra Space arasındaki ortak girişim olan Orbital Reef, kritik dört aşamayı geçti."
Bilim Teknoloji,TEKNOFEST 1 milyon 630 bin başvuruyla rekor tazeledi,"Geçen yıl 1 milyon yarışmacının katıldığı dünyanın en büyük uzay, havacılık ve teknoloji festivali TEKNOFEST'e, bu yıl 1 milyon 630 bin yarışmacı başvurdu."
Bilim Teknoloji,Süphan Dağı'ndan esinlenip TÜBİTAK projesi hazırladı,"Türkiye'nin en yüksek 3. dağı, 4 bin 58 metre yüksekliğindeki Süphan'dan esinlenen lise öğrencisi, hazırladığı ""çevre dostu ve sürdürülebilir"" projeyle TÜBİTAK birinciliğini hedefliyor."
Bilim Teknoloji,"Uzay şartlarında test edildi, kanamaları durdurmaya hazırlanıyor","Güvenlik güçlerinin ihtiyaçları için geliştirilen kanama durdurma çözümü, NASA'nın uzay testi koşulları ile simüle edildiği Uzay Araştırmaları Merkezi'nde başarılı sınav verdi."
Bilim Teknoloji,Türkiye fiber altyapıda Avrupa'da ikinci sıraya yükseldi,"Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, Türkiye'nin ""eve kadar fiber""de 18 milyon hane erişimiyle Avrupa'da ikinci sıraya yükseldiğini duyurdu."
Bilim Teknoloji,Facebook ve Instagram'da seçimlere yönelik kapsamlı önlemler alındı,"Meta Türkiye ve Azerbaycan Kamu Politikaları Müdürü Sezen Yeşil, 31 Mart'ta yapılacak Mahalli İdareler Genel Seçimleri sırasında usulsüz müdahaleleri engellemek amacıyla uzmanlaşmış ekipler oluşturduklarını aktardı."
Bilim Teknoloji,ASELSAN'ın yaka kamerası güvenlik güçlerinin üçüncü gözü oldu,"ASELSAN tarafından üretilen ve güvenlik güçlerinin adeta üçüncü gözü haline gelen yaka kamerası, suçlular ve suça karışan araç plakalarını anında belirliyor."
Bilim Teknoloji,Siber alemdeki muhafız sayısı 7 bin 500'e yaklaştı,"Türkiye'de kritik altyapı sektörlerinde faaliyet gösteren sektörel Siber Olaylara Müdahale (SOME) ekiplerinin sayısı 14'e, kurumsal SOME sayısı 2 bin 193'e ulaşırken, SOME İletişim Platformu'na kayıtlı güncel uzman sayısı 7 bin 480 oldu"
ÖZEL HABER,Kodlama öğrenen kızlar ilham oluyor,"Teknoloji sektöründe çalışanların yalnızca yüzde 20'si kadınlardan oluşuyor. Bu düşük temsilin farklı farklı nedenleri olsa da, kodlama öğrenen kız çocukları bu oranı artırmaya hazırlanıyor."
Bilim Teknoloji,"Türkiye'nin ilk milli turbofan uçak motoru ""TEI-TF6000"" tanıtıldı",Savunma Sanayii Başkanlığı himayesinde başlatılan ve TUSAŞ sorumluluğunda yürütülen proje kapsamında üretilen Türkiye'nin ilk askeri turbofan motoru TEI-TF6000'in tanıtımı yapıldı.
Bilim Teknoloji,Neolitik insanlar gelişmiş tekneler kullanarak Akdeniz'de gezindi,"Plos One dergisinde yayınlanan bir araştırma, Akdeniz kıyılarında yaşayan Neolitik toplulukların (cilalı taş devri) yedi bin yıl önce seyahat ve ticaret için teknolojik açıdan gelişmiş tekneler kullandığını öne sürüyor."
Bilim Teknoloji,Beyin çipi takılan hasta düşünce gücüyle satranç oynadı,"Elon Musk'un beyin çipi şirketi Neuralink, çip implante edilen ilk hastasını çevrimiçi satranç oynarken canlı yayınladı."
Bilim Teknoloji,"Elektrikli otomobillerdeki yangına ""suyla müdahale etmeyin"" uyarısı","Makina Mühendisleri Odası (MMO) Kayseri Şube Başkanı Süleyman Varol, elektrikli otomobillerde çıkan batarya kaynaklı yangına su ile müdahale edilmemesi gerektiğini belirtti."
Bilim Teknoloji,Yeni teknolojilerde çığır açacak projelere güçlü destek imkanı,"Türkiye, yeni ve gelişen teknolojilerde atılım hedeflerken bu alanlarda çığır açacak projeleri güçlü şekilde destekleyebilmek için yeni bir çağrıya çıktı. Çağrıyla çok boyutlu coğrafi bilgi sistemleri ve dijital dönüşüm ekosistemleri başta olmak üzere çeşitli projelere destek verilecek."
Bilim Teknoloji,Türk firmaları dünyanın en büyük uydu fuarında ürünlerini sergiledi,"Türksat, TUSAŞ ve ASELSAN, dünyanın önde gelen uydu firmalarının buluştuğu Satellite 2024'te uydu teknolojilerindeki ürün ve kabiliyetlerini sergiledi."
Bilim Teknoloji,Türksat 6A'da sona yaklaşılıyor,Türkiye'nin ilk yerli ve milli haberleşme uydusu Türksat 6A'nın uçuş modeli ve anten testleri tamamlandı. Sistemin genel yapısıyla ilgili testlerin ardından uydu paketlenerek fırlatma merkezine gönderilecek.
Bilim Teknoloji,"Astronomlar, evrenin yeni bir haritasını oluşturdu","Gök bilimciler, evrenin 1,3 milyon süper kütleli kara delik içeren yeni bir haritasını yaptı."
Bilim Teknoloji,Türk bilim insanları Antarktika'nın geleceğini araştırdı,Bu yıl 8. düzenlenen Ulusal Antarktika Bilim Seferi'nde Türk bilim insanları dünyanın geleceğini Antarktika kıtasının geçmişinde araştırdı.
Bilim Teknoloji,"ASELSAN, Türkiye'nin ilk ufuk ötesi denizaltı savunma harbi sonarı DÜFAS'ı geliştirdi","ASELSAN, teknolojik birikim ve yeteneklerini kullanarak Türkiye'nin ilk yerli ve milli ufuk ötesi denizaltı savunma harbi sonarı Düşük Frekans Aktif Sonar Sistemi'ni (DÜFAS) tamamen özgün teknolojiyle Mavi Vatan'a kazandırdı."
Bilim Teknoloji,İnsanlar bilinenden çok daha önce konuşmaya başlamış olabilir,"Yeni araştırmalar, tarih öncesi dönemde insanların ilk konuşmaya başladığı zamanın bilinenden sekiz kat daha eski olduğunu gösteriyor."
Bilim Teknoloji,"TikTok'tan 31 Mart seçimleri için ""teyit"" önlemi","TikTok, 31 Mart'ta yapılacak ""Mahalli İdareler Genel Seçimleri""nde sonuçların ilgili kurum ve kuruluşlar tarafından açıklanmadan çeşitli iddialarda bulunan içeriklerin görünürlüğünü azaltmak için ""Teyit.org"" ile işbirliği yapacak."
Bilim Teknoloji,Uzayda ilk Michelin yıldızlı yemek deneyimi: Bedeli 16 milyon lira,"İlk lüks uzay turizmi şirketlerinden biri olan SpaceVIP, Michelin yıldızlı Danimarkalı şef Rasmus Munk ile uzayda sürükleyici bir yemek deneyimine ev sahipliği yapacak. Sadece altı kişinin katılacağı özel yemek kişi başına 16 milyon liraya mal olacak."
Bilim Teknoloji,Deniz yüzeyi sıcaklığındaki artış boğa köpek balığı popülasyonunu artırıyor,"Bilim insanları, ""deniz yüzeyindeki sıcaklığın artmasının boğa köpek balığı popülasyonunun artmasına yol açtığını"" tespit etti."
Bilim Teknoloji,Türk teknoloji girişimlerinde 2028 rotası çizildi,"Dünya teknoloji liginde üst sıraları hedefleyen Türkiye, 2028 yılına kadar atacağı adımlarla ""Turcorn""a dönüşecek girişimleri dünya vitrinine çıkarmaya hazırlanırken bugün açılışı yapılacak Terminal İstanbul'un girişimciliğin kalbi olması amaçlanıyor."
Bilim Teknoloji,Güvenlik güçlerinin yeni yardımcısı KANGURU,"Güvenlik güçlerinin en yaygın kullandığı ekipmanlardan telsiz bataryalarının zorlu koşullarda bile tam kapasiteyle göreve hazır tutulmasını sağlamak üzere ""KANGURU"" isimli akıllı batarya depolama ve şarj kabini geliştirildi."
Bilim Teknoloji,"Yapay zeka alanında hareketli hafta: ChatGPT robot oluyor, ""Grok"" kullanıma sunuluyor","ChatGPT'nin robot versiyonu ""Figure 01"", X'in yapay zeka botu ""Grok""un kullanıma sunulmaya hazırlanması ve yeni yapay zeka yazılım mühendisi Devin'in tanıtılmaya başlanması ile beraber yapay zeka alanında hareketli bir hafta geride kaldı."
Bilim Teknoloji,"Türkiye'nin ilk astronotu Alper Gezeravcı, Edirne'de gençlerle buluştu","Türkiye'nin ilk astronotu Alper Gezeravcı, Edirne'de gençlerle bir araya geldi."
Bilim Teknoloji,ASELSAN'ın milli Mobil Röntgen Cihazı göreve başladı,"ASELSAN'ın tamamen milli imkanlarla geliştirdiği Mobil Dijital Röntgen Cihazı (ADR-M100), ilk kez Türkiye'nin köklü hastanelerinden Hacettepe Üniversitesi Tıp Fakültesi'nde kullanılmaya başlandı."
Bilim Teknoloji,"Avrupa Parlamentosu ""Yapay Zeka Yasası""nı onayladı","Avrupa Parlamentosu (AP), ChatGPT ve Gemini gibi çeşitli yapay zeka teknolojilerine katı kurallar getirecek yeni yasayı onayladı."
Bilim Teknoloji,İşten çıkarmalarda yapay zekanın etkisi var mı?,Yapay zekanın her sektörde daha çok etkisini artırması bazı mesleklerin yok olacağı konusunu sıklıkla gündeme getiriyor. Teknoloji dünyasında görülen işten çıkarmaların ise yapay zeka nedeniyle olduğu tartışma konusu. Ancak yapay zekanın her ne kadar bazı mesleklerin yerini alacağı düşünülse de yeni iş alanları için de etkili olacağı belirtiliyor.
Bilim Teknoloji,"Google, yapay zeka sohbet robotunun seçimlere ilişkin soruları yanıtlamasını kısıtladı","Google, ""Gemini"" adlı yapay zeka (AI) sohbet robotunun Hindistan, ABD ve İngiltere'nin de aralarında bulunduğu, bu yıl oy verilecek bazı ülkelerde, seçimlerle ilgili sorulara cevap vermesine kısıtlama getirme kararı aldı."
